id,name,club,year
58995,Anthony Jung,23826,2015
59053,Stefan Hierländer,23826,2015
59800,Benjamin Bellot,23826,2015
70243,Marcel Halstenberg,23826,2015
81698,Georg Teigl,23826,2015
82070,Diego Demme,23826,2015
93740,Willi Orbán,23826,2015
94559,Nils Quaschner,23826,2015
103064,Terrence Boyd,23826,2015
106987,Marcel Sabitzer,23826,2015
111078,Emil Forsberg,23826,2015
111376,Massimo Bruno,23826,2015
124410,Rani Khedira,23826,2015
149516,Atınç Nukan,23826,2015
157635,Yussuf Poulsen,23826,2015
178459,Davie Selke,23826,2015
196822,Ken Gipson,23826,2015
215599,Lukas Klostermann,23826,2015
237113,John-Patrick Strauß,23826,2015
317024,Agyemang Diawusie,23826,2015
335516,Idrissa Touré,23826,2015
8172,Tim Sebastian,23826,2015
195612,Alexander Sorge,23826,2015
199268,Zsolt Kalmár,23826,2015
248764,Felix Beiersdorf,23826,2015
264633,Gino Fechner,23826,2015
332,Benjamin Köhler,89,2015
1094,Emanuel Pogatetz,89,2015
1464,Daniel Haas,89,2015
8639,Sören Brandy,89,2015
18533,Michael Parensen,89,2015
31652,Fabian Schönheim,89,2015
31910,Felix Kroos,89,2015
35493,Stephan Fürstner,89,2015
39240,Dennis Daube,89,2015
40116,Benjamin Kessel,89,2015
45674,Mohamed Amsif,89,2015
63384,Adrian Nikci,89,2015
68884,Damir Kreilach,89,2015
72519,Bobby Wood,89,2015
75921,Christopher Trimmel,89,2015
77951,Christopher Quiring,89,2015
86916,Toni Leistner,89,2015
92120,Roberto Puncec,89,2015
93827,Steven Skrzybski,89,2015
109793,Raffael Korte,89,2015
120301,Maximilian Thiel,89,2015
123397,Collin Quaner,89,2015
196147,Kenny Prince Redondo,89,2015
203076,Eroll Zejnullahu,89,2015
203411,Jakob Busk,89,2015
205681,Leonard Koch,89,2015
275081,Steve Kroll,89,2015
288666,Lukas Lämmel,89,2015
42787,Bajram Nebihi,89,2015
93862,Denis Prychynenko,89,2015
303308,Cihan Kahraman,89,2015
2154,Patric Klandt,60,2015
10885,Karim Guédé,60,2015
27900,Mensur Mujdza,60,2015
29865,Julian Schuster,60,2015
30942,Mike Frantz,60,2015
38266,Marc Torrejón,60,2015
42936,Nils Petersen,60,2015
55099,Nicolas Höfler,60,2015
66005,Amir Abrashi,60,2015
73333,Vegar Hedenstad,60,2015
77920,Immanuel Höhn,60,2015
93604,Lukas Kübler,60,2015
93698,Amir Falahen,60,2015
93707,Christian Günter,60,2015
93763,Alexander Schwolow,60,2015
124456,Konstantin Fuhry,60,2015
136181,Havard Nielsen,60,2015
143891,Maximilian Philipp,60,2015
152963,Florian Niederlechner,60,2015
160938,Marc Oliver Kempf,60,2015
168741,Lucas Hufnagel,60,2015
185077,Vincenzo Grifo,60,2015
190269,Caleb Stanko,60,2015
190831,Mats Møller Dæhli,60,2015
192169,Jonas Föhrenbach,60,2015
193033,Tim Kleindienst,60,2015
195056,Marco Hingerl,60,2015
195246,Pascal Stenzel,60,2015
196815,Joshua Mees,60,2015
218011,Florian Kath,60,2015
229176,Fabian Schleusener,60,2015
192166,Pius Dorn,60,2015
221968,Kosuke Kinoshita,60,2015
230803,Lukas Bohro,60,2015
3256,Roberto Hilbert,15,2015
4746,David Yelldell,15,2015
6237,Stefan Kießling,15,2015
14219,Dario Kresic,15,2015
30059,Lars Bender,15,2015
36914,Sebastian Boenisch,15,2015
43512,Ömer Toprak,15,2015
50935,Chicharito,15,2015
51972,Robbie Kruse,15,2015
53418,Kevin Kampl,15,2015
58489,Kyriakos Papadopoulos,15,2015
61087,Karim Bellarabi,15,2015
66058,Admir Mehmedi,15,2015
72476,Bernd Leno,15,2015
82097,Christoph Kramer,15,2015
89701,Charles Aránguiz,15,2015
126414,Hakan Çalhanoğlu,15,2015
157373,Vladlen Yurchenko,15,2015
175792,André Ramalho,15,2015
182752,Marlon Frey,15,2015
187492,Julian Brandt,15,2015
196357,Jonathan Tah,15,2015
202591,Benjamin Henrichs,15,2015
206386,Tin Jedvaj,15,2015
227078,Lukas Boeder,15,2015
228433,Wendell,15,2015
237444,Robin Becker,15,2015
88684,Giulio Donati,15,2015
91845,Heung-min Son,15,2015
148967,Konstantinos Stafylidis,15,2015
252088,Patrik Dzalto,15,2015
261406,Seung-woo Ryu,15,2015
267330,Joel Abu Hanna,15,2015
1565,Alexander Meier,24,2015
16520,Marco Russ,24,2015
18331,Szabolcs Huszti,24,2015
35183,Stefan Aigner,24,2015
35872,Änis Ben-Hatira,24,2015
38415,Johannes Flum,24,2015
39259,Makoto Hasebe,24,2015
41866,Constant Djakpa,24,2015
48015,Lukas Hradecky,24,2015
48164,Slobodan Medojevic,24,2015
49723,Timothy Chandler,24,2015
53437,Bastian Oczipka,24,2015
53533,Carlos Zambrano,24,2015
58178,David Abraham,24,2015
59082,Heinz Lindner,24,2015
67685,Marco Fabián,24,2015
74295,Aleksandar Ignjovski,24,2015
78553,Bamba Anderson,24,2015
78950,Sonny Kittel,24,2015
91915,Luc Castaignos,24,2015
109256,Haris Seferovic,24,2015
119031,Kaan Ayhan,24,2015
160943,Marc Stendera,24,2015
170522,Yanni Regäsel,24,2015
196095,Luca Waldschmidt,24,2015
215784,Yannick Zummack,24,2015
215864,Mijat Gacinovic,24,2015
236366,Emil Balayev,24,2015
261943,Enis Bunjaki,24,2015
279657,Nico Rinderknecht,24,2015
43274,Stefan Reinartz,24,2015
91423,Vaclav Kadlec,24,2015
98249,Takashi Inui,24,2015
196770,Joel Gerezgiher,24,2015
196834,David Kinsombi,24,2015
1667,Diego Benaglio,82,2015
8317,Marcel Schäfer,82,2015
10471,Luiz Gustavo,82,2015
16136,Dante,82,2015
32213,Naldo,82,2015
32779,Max Grün,82,2015
35247,Vieirinha,82,2015
36182,Max Kruse,82,2015
38410,Daniel Caligiuri,82,2015
38440,Christian Träsch,82,2015
45448,Felipe Lopes,82,2015
49730,Sebastian Jung,82,2015
56331,Bas Dost,82,2015
58205,André Schürrle,82,2015
85148,Julian Draxler,82,2015
86784,Ricardo Rodríguez,82,2015
93704,Josuha Guilavogui,82,2015
94201,Robin Knoche,82,2015
108880,Koen Casteels,82,2015
117674,Maximilian Arnold,82,2015
157927,Sebastian Stolze,82,2015
158055,Moritz Sprenger,82,2015
183780,Paul Seguin,82,2015
189283,Carlos Ascues,82,2015
237732,Leandro Putaro,82,2015
289507,Ismail Azzaoui,82,2015
353108,Bruno Henrique,82,2015
4687,Aaron Hunt,82,2015
34557,Nicklas Bendtner,82,2015
42460,Ivan Perisic,82,2015
65255,Timm Klose,82,2015
88755,Kevin De Bruyne,82,2015
192268,Niklas Klinger,82,2015
227967,Francisco Rodríguez,82,2015
231586,Jannes Horn,82,2015
24001,Gianluca Curci,39,2015
30070,Niko Bungert,39,2015
34787,Julian Baumgartlinger,39,2015
39025,Danny Latza,39,2015
40937,Elkin Soto,39,2015
43984,Daniel Brosinski,39,2015
44713,Christian Clemens,39,2015
48931,Henrique Sereno,39,2015
50577,Pierre Neurath Bengtsson,39,2015
52595,Fabian Frei,39,2015
55519,Christoph Moritz,39,2015
56100,Leon Balogun,39,2015
60394,Philipp Klement,39,2015
75446,Pablo de Blasis,39,2015
82350,Stefan Bell,39,2015
85352,Yunus Mallı,39,2015
85864,Loris Karius,39,2015
87650,Julian-Maurice Derstroff,39,2015
88684,Giulio Donati,39,2015
119234,Karim Onisiwo,39,2015
126281,Alexander Hack,39,2015
127177,Gaëtan Bussmann,39,2015
159522,Patrick Pflücke,39,2015
160954,Jannik Huth,39,2015
171167,Jairo Samperio,39,2015
185245,Jhon Córdoba,39,2015
196836,Devante Parker,39,2015
230541,Yoshinori Muto,39,2015
234375,Emil Berggreen,39,2015
261905,Suat Serdar,39,2015
15045,Niki Zimling,39,2015
40429,Gonzalo Jara,39,2015
58379,Maximilian Beister,39,2015
91841,Ja-cheol Koo,39,2015
111900,Ju-ho Park,39,2015
152963,Florian Niederlechner,39,2015
160963,Robin Zentner,39,2015
196842,Daniel Zeaiter,39,2015
217593,Todor Nedelev,39,2015
568,Martin Stranzl,18,2015
1144,Christofer Heimeroth,18,2015
4607,Roel Brouwers,18,2015
7161,Jonas Hofmann,18,2015
19305,Oscar Wendt,18,2015
19819,Raffael,18,2015
31041,Fabian Johnson,18,2015
31653,Tobias Sippel,18,2015
32711,Patrick Herrmann,18,2015
42205,Yann Sommer,18,2015
42234,Håvard Nordtveit,18,2015
42783,André Hahn,18,2015
47285,Ibrahima Traoré,18,2015
47587,Tony Jantschke,18,2015
48298,Lars Stindl,18,2015
62915,Álvaro Domínguez,18,2015
77809,Julian Korb,18,2015
85789,Martin Hinteregger,18,2015
85867,Nico Schulz,18,2015
102226,Thorgan Hazard,18,2015
111455,Granit Xhaka,18,2015
151636,Marlon Ritter,18,2015
168678,Marvin Schulz,18,2015
171209,Branimir Hrgota,18,2015
191422,Mahmoud Dahoud,18,2015
192635,Nico Elvedi,18,2015
196948,Andreas Christensen,18,2015
140579,Josip Drmic,18,2015
212723,Djibril Sow,18,2015
1126,Matthias Lehmann,3,2015
5072,Thomas Kessler,3,2015
34543,Dusan Svento,3,2015
37788,Philipp Hosiner,3,2015
38267,Mergim Mavraj,3,2015
41023,Dominic Maroh,3,2015
50512,Anthony Modeste,3,2015
51176,Marcel Risse,3,2015
79967,Simon Zoller,3,2015
84435,Kevin Vogt,3,2015
84938,Timo Horn,3,2015
91716,Frederik Sörensen,3,2015
93844,Leonardo Bittencourt,3,2015
108537,Jonas Hector,3,2015
108650,Yuya Osako,3,2015
110036,Dominique Heintz,3,2015
117469,Pawel Olkowski,3,2015
119277,Yannick Gerhardt,3,2015
150080,Daniel Mesenhöler,3,2015
160285,Milos Jojic,3,2015
168063,Filip Mladenovic,3,2015
189073,Marcel Hartel,3,2015
282577,Lukas Klünter,3,2015
202925,Bård Finne,3,2015
263685,Kazuki Nagasawa,3,2015
1331,Kevin Kuranyi,533,2015
6791,Kai Herdling,533,2015
10329,Alexander Stolz,533,2015
14533,Pirmin Schwegler,533,2015
19548,Eugen Polanski,533,2015
37287,Tarik Elyounoussi,533,2015
40034,Jens Grahl,533,2015
46580,Andrej Kramaric,533,2015
51676,Ermin Bicakcic,533,2015
55089,Oliver Baumann,533,2015
57051,Sebastian Rudy,533,2015
57845,Tobias Strobl,533,2015
63833,Jiloan Hamad,533,2015
68033,Steven Zuber,533,2015
70285,Jonathan Schmid,533,2015
82009,Kevin Volland,533,2015
89718,Eduardo Vargas,533,2015
112935,Mark Uth,533,2015
129674,Jeremy Toljan,533,2015
132529,Jin-su Kim,533,2015
135343,Fabian Schär,533,2015
143798,Pavel Kaderabek,533,2015
166601,Niklas Süle,533,2015
184133,Russell Canouse,533,2015
207592,Philipp Ochs,533,2015
227084,Benedikt Gimber,533,2015
232454,Nadiem Amiri,533,2015
333241,Joelinton,533,2015
39106,Ádám Szalai,533,2015
161072,Baris Atik,533,2015
488,Gerhard Tremmel,86,2015
532,Claudio Pizarro,86,2015
1277,Clemens Fritz,86,2015
31007,Zlatko Junuzovic,86,2015
36207,Fin Bartels,86,2015
39306,Raphael Wolf,86,2015
42033,Philipp Bargfrede,86,2015
44594,Felix Wiedwald,86,2015
60632,Theodor Gebre Selassie,86,2015
69436,Mateo Pavlovic,86,2015
83256,Özkan Yıldırım,86,2015
89542,Janek Sternberg,86,2015
90489,Santiago García,86,2015
93309,Sambou Yatabaré,86,2015
99331,Jannik Vestergaard,86,2015
109436,Oliver Hüsing,86,2015
117478,Marnon Busch,86,2015
117484,Julian von Haacke,86,2015
119169,Aron Jóhannsson,86,2015
128488,Alejandro Gálvez,86,2015
136610,Papy Djilobodji,86,2015
139278,Luca Zander,86,2015
142281,Anthony Ujah,86,2015
143121,Melvyn Lorenzen,86,2015
152460,Eric Oelschlägel,86,2015
153628,Lukas Fröde,86,2015
168543,Levin Öztunali,86,2015
190284,Maximilian Eggestein,86,2015
192616,Ulisses Garcia,86,2015
195736,Florian Grillitsch,86,2015
196813,Michael Zetterer,86,2015
201135,Leon Guwara,86,2015
202228,Milos Veljkovic,86,2015
220656,László Kleinheisler,86,2015
31910,Felix Kroos,86,2015
32618,Assani Lukimya,86,2015
74996,Izet Hajrovic,86,2015
117476,Levent Ayçiçek,86,2015
153634,Marcel Hilßner,86,2015
2712,Nando Rafael,80,2015
18833,Tim Hoogland,80,2015
20444,Tobias Weis,80,2015
32964,Piotr Cwielong,80,2015
33729,Stefano Celozzi,80,2015
36284,Simon Terodde,80,2015
39083,Felix Bastians,80,2015
40792,Manuel Riemann,80,2015
41319,Patrick Fabian,80,2015
41323,Andreas Luthe,80,2015
42086,Timo Perthel,80,2015
56360,Jan Simunek,80,2015
67869,Marco Terrazzino,80,2015
70280,Peniel Mlapa,80,2015
79121,Giliano Wijnaldum,80,2015
86643,Thomas Eisfeld,80,2015
87444,Arvydas Novikovas,80,2015
111266,Anthony Losilla,80,2015
119034,Felix Dornebusch,80,2015
123558,Malcolm Cacutalua,80,2015
152733,Onur Bulut,80,2015
152781,Selim Gündüz,80,2015
177779,Janik Haberer,80,2015
184849,David Niepsuj,80,2015
192840,Jan Gyamerah,80,2015
247512,Cagatay Kader,80,2015
251345,Görkem Sağlam,80,2015
269171,Gökhan Gül,80,2015
308356,Michaël Maria,80,2015
324503,Vangelis Pavlidis,80,2015
182753,Henrik Gulden,80,2015
1791,Halil Altıntop,167,2015
1986,Markus Feulner,167,2015
2623,Piotr Trochowski,167,2015
3851,Jan-Ingwer Callsen-Bracker,167,2015
4018,Daniel Baier,167,2015
5278,Alexander Manninger,167,2015
14977,Christoph Janker,167,2015
18021,Paul Verhaegh,167,2015
26669,Ragnar Klavan,167,2015
26878,Tobias Werner,167,2015
45662,Alexander Esswein,167,2015
51356,Raúl Bobadilla,167,2015
54137,Caiuby,167,2015
59238,Marwin Hitz,167,2015
63022,Jan Moravek,167,2015
65781,Daniel Opare,167,2015
89659,Shawn Parker,167,2015
90024,Alfred Finnbogason,167,2015
91841,Ja-cheol Koo,167,2015
106405,Jeffrey Gouweleeuw,167,2015
111275,Philipp Max,167,2015
111277,Tim Rieder,167,2015
118847,Dominik Kohr,167,2015
126638,Jeong-ho Hong,167,2015
146163,Raphael Framberger,167,2015
148967,Konstantinos Stafylidis,167,2015
156676,Ioannis Gelios,167,2015
156730,Arif Ekin,167,2015
156779,Erik Thommy,167,2015
156781,Maik Uhde,167,2015
164265,Dong-won Ji,167,2015
168186,Marco Schuster,167,2015
195906,Albian Ajeti,167,2015
202838,Max Reinthaler,167,2015
238541,Bastian Kurz,167,2015
265398,Yannik Oettl,167,2015
17689,Sascha Mölders,167,2015
50303,Tim Matavz,167,2015
224884,Abdul Rahman Baba,167,2015
19112,Christian Gentner,79,2015
20276,Florian Klein,79,2015
31159,Martin Harnik,79,2015
31570,Georg Niedermeier,79,2015
33210,Przemyslaw Tyton,79,2015
38434,Daniel Schwaab,79,2015
44521,Kevin Großkreutz,79,2015
45599,Emiliano Insúa,79,2015
49347,Mitchell Langerak,79,2015
57995,Daniel Didavi,79,2015
58405,Artem Kravets,79,2015
60790,Toni Sunjic,79,2015
77708,Geoffroy Serey Dié,79,2015
79501,Daniel Ginczek,79,2015
82863,Lukas Rupp,79,2015
86848,Matthias Zimmermann,79,2015
112617,Philip Heise,79,2015
119581,Marvin Wanitzek,79,2015
120296,Benjamin Uphoff,79,2015
129513,Alexandru Maxim,79,2015
138292,Boris Tashchy,79,2015
161011,Filip Kostic,79,2015
165873,Federico Barba,79,2015
170523,Mart Ristl,79,2015
170527,Timo Werner,79,2015
187491,Timo Baumgartl,79,2015
218299,Jan Kliment,79,2015
247380,Arianit Ferati,79,2015
51972,Robbie Kruse,79,2015
62800,Adam Hlousek,79,2015
106872,Kevin Stöger,79,2015
124419,Odysseas Vlachodimos,79,2015
189475,Carlos Gruezo,79,2015
86204,Stephen Sama,79,2015
10917,Jan Zimmermann,2036,2015
18068,Robert Strauß,2036,2015
18077,Tim Göhlert,2036,2015
18684,Marc Schnatterer,2036,2015
31599,Norman Theuerkauf,2036,2015
38609,Arne Feick,2036,2015
43824,Kevin Müller,2036,2015
48313,Julius Reinhardt,2036,2015
48968,Mathias Wittek,2036,2015
49669,Marcel Titsch Rivero,2036,2015
56502,Smail Morabit,2036,2015
58996,Kevin Kraus,2036,2015
60026,Ronny Philp,2036,2015
88430,Timo Beermann,2036,2015
94030,Denis Thomalla,2036,2015
119120,Robert Leipertz,2036,2015
153555,Sebastian Griesbeck,2036,2015
160740,Ben Halloran,2036,2015
202925,Bård Finne,2036,2015
214228,Maurizio Scioscia,2036,2015
227111,Sven Ullrich,2036,2015
287920,Tim Skarke,2036,2015
313440,Dominik Widemann,2036,2015
31567,Sebastian Heidinger,2036,2015
33837,Daniel Frahn,2036,2015
69392,Adriano Grimaldi,2036,2015
94771,Andreas Voglsammer,2036,2015
170525,Felix Schröter,2036,2015
1743,Patrick Platins,105,2015
2926,György Garics,105,2015
4691,Peter Niemeyer,105,2015
11765,Aytac Sulu,105,2015
16628,Michael Stegmayer,105,2015
18277,Marco Sailer,105,2015
19736,Dominik Stroh-Engel,105,2015
21039,Milan Ivana,105,2015
31123,Benjamin Gorka,105,2015
31173,Jan Rosenthal,105,2015
32207,Marcel Heller,105,2015
32273,Lukasz Zaluska,105,2015
33078,Florian Jungwirth,105,2015
35383,Júnior Díaz,105,2015
35934,Slobodan Rajković,105,2015
39372,Mario Vrancic,105,2015
39743,Sandro Wagner,105,2015
40456,Sandro Sirigu,105,2015
42072,Tobias Kempe,105,2015
45668,Konstantin Rausch,105,2015
49737,Yannick Stark,105,2015
54846,Fabian Holland,105,2015
77108,Jérôme Gondorf,105,2015
82361,Christian Mathenia,105,2015
88680,Luca Caldirola,105,2015
195782,Felix Platte,105,2015
335633,Noel Wembacher,105,2015
335635,Jan Finger,105,2015
335636,Ali Kazimi,105,2015
335646,Nick Volk,105,2015
