id,name,club,joined,year
40680,Sven Ulreich,79,1199228400,2014
45464,Sercan Sararer,79,1372629600,2014
45668,Konstantin Rausch,79,1372629600,2014
57995,Daniel Didavi,79,1246399200,2014
61901,Mohammed Abdellaoue,79,1372629600,2014
62800,Adam Hlousek,79,1404165600,2014
66100,Oriol Romeu,79,1407103200,2014
77708,Geoffroy Serey Dié,79,1422831600,2014
79501,Daniel Ginczek,79,1404165600,2014
82243,Moritz Leitner,79,1372629600,2014
86202,Antonio Rüdiger,79,1341093600,2014
94167,Jerome Kiesewetter,79,False,2014
103310,Gotoku Sakai,79,1372629600,2014
124419,Odysseas Vlachodimos,79,1404165600,2014
124422,Robin Yalçın,79,1395356400,2014
129513,Alexandru Maxim,79,1359586800,2014
161011,Filip Kostic,79,1407535200,2014
170527,Timo Werner,79,1372629600,2014
185699,Tim Leibold,79,False,2014
187491,Timo Baumgartl,79,1422226800,2014
189475,Carlos Gruezo,79,1391036400,2014
119581,Marvin Wanitzek,79,False,2014
10514,Dennis Malura,2036,1325372400,2014
10917,Jan Zimmermann,2036,1404165600,2014
11061,Alper Bagceci,2036,1151704800,2014
18068,Robert Strauß,2036,1325372400,2014
18077,Tim Göhlert,2036,1120168800,2014
18684,Marc Schnatterer,2036,1214863200,2014
40109,Rouven Sattelmaier,2036,1356994800,2014
47942,Patrick Mayer,2036,1341093600,2014
48313,Julius Reinhardt,2036,1372629600,2014
48968,Mathias Wittek,2036,1341093600,2014
49669,Marcel Titsch Rivero,2036,1341093600,2014
56502,Smail Morabit,2036,1404165600,2014
58996,Kevin Kraus,2036,1404165600,2014
69392,Adriano Grimaldi,2036,1404165600,2014
77630,Philipp Riese,2036,1404165600,2014
88430,Timo Beermann,2036,1372629600,2014
93719,Felix-Adrian Körber,2036,1342735200,2014
94641,Manuel Schwenk,2036,1404165600,2014
94770,Michael Vitzthum,2036,1404165600,2014
94771,Andreas Voglsammer,2036,1421967600,2014
112617,Philip Heise,2036,1372629600,2014
119120,Robert Leipertz,2036,1404165600,2014
152963,Florian Niederlechner,2036,1357167600,2014
153555,Sebastian Griesbeck,2036,1372629600,2014
214228,Maurizio Scioscia,2036,1341093600,2014
286593,Dave Gnaase,2036,False,2014
287920,Tim Skarke,2036,1410040800,2014
286597,Felix Kielkopf,2036,False,2014
1743,Patrick Platins,105,1406757600,2014
2175,Ronny König,105,1406671200,2014
11765,Aytac Sulu,105,1357945200,2014
16628,Michael Stegmayer,105,1341093600,2014
18277,Marco Sailer,105,1372629600,2014
19736,Dominik Stroh-Engel,105,1372629600,2014
21039,Milan Ivana,105,1374876000,2014
31123,Benjamin Gorka,105,1343772000,2014
31173,Jan Rosenthal,105,1422831600,2014
32207,Marcel Heller,105,1372629600,2014
33078,Florian Jungwirth,105,1409522400,2014
40456,Sandro Sirigu,105,1372629600,2014
42072,Tobias Kempe,105,1404165600,2014
43257,Romain Brégerie,105,1404511200,2014
49737,Yannick Stark,105,1422745200,2014
54846,Fabian Holland,105,1404165600,2014
56100,Leon Balogun,105,1412200800,2014
57091,Hanno Behrens,105,1341093600,2014
77108,Jérôme Gondorf,105,1372629600,2014
82361,Christian Mathenia,105,1404165600,2014
83423,Maurice Exslager,105,1404165600,2014
94195,Marius Sauß,105,1405893600,2014
278519,Serkan Firat,105,1372629600,2014
327862,Janik Bachmann,105,1405029600,2014
330551,Timon Fröhlich,105,1404165600,2014
335631,Marco Komenda,105,False,2014
93586,Julius Biada,105,1373925600,2014
96098,Aaron Berzel,105,1377986400,2014
